,strain,cluster,in_ocs,lean,sweet,strawberry,earthy,blue cheese,sage,honey,rose,tree fruit,violet,coffee,pear,spicy/herbal,tropical,pungent,tea,apricot,mint,pepper,flowery,ammonia,blueberry,berry,chemical,pine,woody,lime,plum,nutty,citrus,orange,mango,diesel,lemon,pineapple,apple,grape,menthol,chestnut,skunk,grapefruit,peach,butter,lavender,tar,tobacco,vanilla,focused,inflammation,dizzy,energetic,lack of appetite,happy,creative,muscle spasms,sleepy,stress,tingly,aroused,anxious,nausea,fatigue,cramps,uplifted,headache,talkative,paranoid,hungry,giggle,depression,relaxed,pain,seizures,euphoric,spasticity,eye pressure,headaches,insomnia,dry eyes,dry mouth,thc_scaled,strain_type,rating (scaled),Rating,NumReviews,Strain_description,THC,sweet_S,strawberry_S,earthy_S,blue cheese_S,sage_S,honey_S,rose_S,tree fruit_S,violet_S,coffee_S,pear_S,spicy/herbal_S,tropical_S,pungent_S,tea_S,apricot_S,mint_S,pepper_S,flowery_S,ammonia_S,blueberry_S,berry_S,chemical_S,pine_S,woody_S,lime_S,plum_S,nutty_S,citrus_S,orange_S,mango_S,diesel_S,lemon_S,pineapple_S,apple_S,grape_S,menthol_S,chestnut_S,skunk_S,grapefruit_S,peach_S,butter_S,lavender_S,tar_S,tobacco_S,vanilla_S,focused_S,inflammation_S,dizzy_S,energetic_S,lack of appetite_S,happy_S,creative_S,muscle spasms_S,sleepy_S,stress_S,tingly_S,aroused_S,anxious_S,nausea_S,fatigue_S,cramps_S,uplifted_S,headache_S,talkative_S,paranoid_S,hungry_S,giggle_S,depression_S,relaxed_S,pain_S,seizures_S,euphoric_S,spasticity_S,eye pressure_S,headaches_S,insomnia_S,dry eyes_S,dry mouth_S
2060,White Elephant,1,0,0.575,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,0.174311927,,,0.091743119,1,,,,,,,0.100917431,,,,,,0.857142857,1,,,0.889908257,,0.571428571,0.714285714,0.428571429,,1,0.575163399,hybrid,0.855263158,4.421052632,28,"White Elephant, an indica-dominant hybrid, combines the potency of White Widow with the sweetness of Purple Elephant. The relaxing yet energetic and uplifting effects combine with grape and berry flavors to give enjoyable relief to symptoms like stress and depression.",18,0.000906618,,0.000906618,,,,,,,,,,,,,,,,,,,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000181324,,,0.000158034,,,8.32E-05,0.000906618,,,,,,,9.15E-05,,,,,,0.000777101,0.000906618,,,0.000806807,,0.000518068,0.000647585,0.000388551,,0.000906618
2061,White Empress,0,0,0.85,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,0.15,,,,1,,,0.952380952,,1,,0.1,,,,,,1,0.1,,,0.2,,,,,0.047619048,1,0.705882353,indica,0.857142857,4.428571429,5,"White Empress is a beautifully flavorful and potent indica-dominant strain. With a flavor profile that is repeatedly described as citrus candy or Orange Ocean Spray, this strain is a pleasurable addition to anyone's cannabis collection, if only for how delicious it tastes. Its effects are euphoric yet calming, and are well-suited for patients suffering from nausea, restlessness, and general mental fatigue. Enjoy White Empress with care, as she has been known to reach well over 20% THC.",22,0.001666667,,0.001666667,,,,,,,,,,,,,,,,,,,,,,,,,,0.001666667,,,,,,,,,,,,,,,,,,,,,0.001666667,,0.00025,,,,0.001666667,,,0.001587302,,0.001666667,,0.000166667,,,,,,0.001666667,0.000166667,,,0.000333333,,,,,7.94E-05,0.001666667
2062,White Fire 43,1,0,0.7,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,0.006036217,,0.460176991,0.578366446,,,0.986754967,0.480088496,,,,,,,,0.478873239,,0.478873239,0.565121413,,0.473451327,1,0.559734513,,0.54415011,,,,1,1,0.22334004,0.803921569,indica,0.914893617,4.659574468,48,"White Fire 43 is a select phenotype of White Fire OG grown by TLC Collective in Los Angeles, CA. Number 43 was the standout phenotype in a lot of over 500 White Fire OG seeds, originally bred by OG Raskal. White Fire 43 is known for its exceptional cannabinoid production, with claims of test results regularly nearing 30%. The strong medicinal and pain-fighting effects are ushered in with a pungent earthy aroma that is amplified by flavors of lemons and sour citrus. White Fire 43 is an indica-dominant hybrid that is great before bedtime, helping you relax, decompress, and find sleep.",25,,,0.001666667,,,,,,,,,,,,,,,,,,,,,,0.001666667,,,,,,,0.001666667,,,,,,,,,,,,,,,,,1.01E-05,,0.000766962,0.000963944,,,0.001644592,0.000800147,,,,,,,,0.000798122,,0.000798122,0.000941869,,0.000789086,0.001666667,0.000932891,,0.000906917,,,,0.001666667,0.001666667,0.000372233
2063,White Fire Alien OG,3,0,0.5,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.749680715,0.065217391,,,0.493232269,,,,0.916985951,,0.540877098,,,0.75734355,,0.746616134,0.032608696,,0.065217391,,,0.863346105,0.822414727,1,,1,,,,,0.076086957,1,0.77124183,hybrid,0.857142857,4.428571429,106,"White Fire Alien OG is a 60% indica strain bred by OG Raskal. With a sweet lemon aroma, this hybrid cross mixes The White with Fire Alien Kush for a full-body calm that eases pain, anxiety, and tension. There's no better way to conclude a hard day's work than with a stress-relieving dose of White Fire Alien OG.",24,0.000906618,,0.000906618,,,,,,,,,,,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000679674,5.91E-05,,,0.000447173,,,,0.000831356,,0.000490369,,,0.000686622,,0.000676896,2.96E-05,,5.91E-05,,,0.000782725,0.000745616,0.000906618,,0.000906618,,,,,6.90E-05,0.000906618
2064,White Fire OG,0,0,0.5,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0.421756858,1,0.610842351,,,0.975337477,,,0.275239474,0.394046158,,,0.873647358,0.108882916,,0.303631728,,,1,0.724676427,0.877241598,,0.945406323,,,,,0.467093929,1,0.705882353,hybrid,0.883884804,4.535539216,819,"White Fire OG, also known as WiFi OG, is a 60% sativa hybrid with uplifting and comfortable cerebrally focused effects. This strain combines the best features of its parent strains: the sour, earthy, diesel aroma of Fire OG and the high resin production of The White that leaves the plants covered in a dusty snowfall of crystals. Many phenotypes of White Fire OG exist, some with dense, barrel-like buds and others with pointed, conic formations. Daytime use of this strain won't leave the consumer drowsy, making it a good choice for social and creative activities. White Fire OG is often chosen by patients to treat anxiety and depression, cancer, glaucoma, pain, and appetite loss. Growers of White Fire OG can raise their high-yielding plants outdoors or inside with a 65-day flowering period.",22,,,0.000906618,,,,,,,,,,,0.000906618,,,,,,,,,,,,,,,0.000906618,,,,,,,,,,,,,,,,,,,,,,0.000382372,0.000906618,0.000553801,,,0.000884259,,,0.000249537,0.000357249,,,0.000792065,9.87E-05,,0.000275278,,,0.000906618,0.000657005,0.000795323,,0.000857123,,,,,0.000423476,0.000906618
2065,White Girl,2,0,0.5,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,0.35,,,0.7,,,0.35,,,,,,,,,1,,1,,0.512195122,,,1,0.7,,0.829268293,,,,1,1,1,0.640522876,hybrid,0.9,4.6,10,"White Girl is a potent hybrid cross of two well-known cannabis strains, Berry White and Girl Scout Cookies. Its effects are middle-of-the-road, offering immediate mental elevation and creeping physical relaxation. This strain's overall potency can be too much to handle for unseasoned smokers, so mind your dosage. White Girl's terpene profile is herbal and woody, leaving a mild savory-sweet taste on the palate. Enjoy this hybrid to improve mood and stimulate appetite.",20,,,,,,,,,,,,,0.000906618,,,,,,,,,0.000906618,,,,,,,0.000906618,,,,,,,,,,,,,,,,,,,0.000317316,,,0.000634633,,,0.000317316,,,,,,,,,0.000906618,,0.000906618,,0.000464365,,,0.000906618,0.000634633,,0.00075183,,,,0.000906618,0.000906618,0.000906618
2066,White Gold,3,0,0.555,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.984999768,0.33743685,0.011310159,,0.40305441,1,,,,0.628534928,,,0.058725828,,,,0.889913157,,,0.288527702,,,0.489286336,0.848140064,1,,0.691380672,,,,,0.624471072,1,0.705882353,hybrid,0.92699115,4.707964602,113,"White Gold from Sensi Seeds is an indica-dominant hybrid that mixes White Widow with Himalayan Gold. Its dense colas are caked in sticky resin and produce a pungent Haze aroma. White Gold tastes sweet and earthy with a hint of fruitiness, supplying euphoric effects that won't interrupt focus.",22,0.000906618,,0.000906618,,,,,,,,,,,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000893019,0.000305926,1.03E-05,,0.000365417,0.000906618,,,,0.000569841,,,5.32E-05,,,,0.000806812,,,0.000261584,,,0.000443596,0.000768939,0.000906618,,0.000626818,,,,,0.000566157,0.000906618
2067,White Gorilla,0,0,0.525,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0.036144578,,,1,0.840546697,,,1,,,,,,,0.874715262,0.018072289,,0.027108434,,,0.12,0.683371298,0.92,,1,,0.82,,0.14,1,0.509036145,0.77124183,hybrid,0.921052632,4.684210526,38,"White Gorilla combines the resinous production of Gorilla Glue #4 with the aromatic bouquet and stress relief of White Fire Alien OG. The outstanding pair sits nearly on the hybrid line, making a 55/45 indica-dominant cross that soothes as it uplifts. This generous crop tends to finish flowering in about 8 to 9 weeks.",24,0.000906618,,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,,,0.000906618,,,,,,,,,,,,,,,,,,,,3.28E-05,,,0.000906618,0.000762055,,,0.000906618,,,,,,,0.000793033,1.64E-05,,2.46E-05,,,0.000108794,0.000619557,0.000834089,,0.000906618,,0.000743427,,0.000126927,0.000906618,0.000461501
2068,White Haze,0,0,0.3,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,0.158653846,,,1,,1,,0.307692308,0.912568306,,,,0.153846154,,0.459016393,0.009615385,,,,0.180327869,0.153846154,0.43715847,,,,,,0.205128205,,0.009615385,1,0.54248366,sativa,0.776785714,4.107142857,28,"White Haze, the winning sativa of the 2002 Cannabis Cup, is a variation on the classic Haze strain from the Dutch White Label Seed Company, a Sensi Seeds sister company. The already sizeable trichome production is boosted, while reducing the height and flowering time of the famously tall original Hazes. The power of sativa and indica are both strongly expressed in the flower formation and effects. Its lightweight, lofty buzz is counterbalanced by a comfortable relaxation that spans both mind and body. White Haze grows running sativa colas that are given density by the indica influence.",17,,,0.00234192,,,,,,,,,,,,,,,,,,,,,0.00234192,,,,,,,,,0.00234192,,,,,,,,,,,,,,,,0.000371555,,,0.00234192,,0.00234192,,0.000720591,0.002137162,,,,0.000360295,,0.00107498,2.25E-05,,,,0.000422314,0.000360295,0.00102379,,,,,,0.000480394,,2.25E-05,0.00234192
2069,White Knight,3,0,0.5,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106382979,,,,1,,,,0.857142857,,,0.117021277,,,,1,,0.571428571,0.117021277,0.714285714,,0.085106383,,,,0.571428571,1,0.4,0.836601307,hybrid,0.880952381,4.523809524,22,"White Knight is a  Chong Certified  hybrid strain from Encanto Green Cross in Phoenix, Arizona. With fragrant notes of earthy pine, White Knight strikes a balance between buzzing euphoria and physical relaxation.",26,0.000906618,,0.000906618,,,,,,,,,,,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.64E-05,,,,0.000906618,,,,0.000777101,,,0.000106094,,,,0.000906618,,0.000518068,0.000106094,0.000647585,,7.72E-05,,,,0.000518068,0.000906618,0.000362647
2070,White Kryptonite,2,0,0.77,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0.151515152,,,,,,,0.978723404,,0.64893617,,0.638297872,,0.121212121,1,0.090909091,,,,,0.090909091,1,0.333333333,1,,indica,0.884615385,4.538461538,13,"White Kryptonite is an indica-dominant strain that descends from Kryptonite and White Widow. The powerful euphoria dealt by White Kryptonite borders on hypnotic and trance-like at times, making this strain a good choice for meditative, introspective evenings.",,0.001666667,,,,,,,,,,,,,0.001666667,,,,,,,,0.001666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001666667,,,,0.000252525,,,,,,,0.001631206,,0.00108156,,0.00106383,,0.00020202,0.001666667,0.000151515,,,,,0.000151515,0.001666667,0.000555556,0.001666667
2071,White Kush,1,0,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.610491532,,0.124904215,,0.55532575,,,,1,0.635642882,,,,,,,,0.007662835,,1,0.70260223,,1,0.961586121,0.223026543,,0.71086328,,,,0.718717684,0.182375479,0.318773946,0.575163399,indica,0.85989011,4.43956044,95,"White Kush is the dreamy daughter of Afghan Kush and White Widow. A powerful indica, this strain will put you to sleep in a hurry. Taking after its kush heritage, White Kush features a strong and incredibly pungent aroma and is the perfect strain for relaxation and stress relief, great for winding down at the end of the day. Typically flowering between 8-10 weeks, this strain is good for both indoor and outdoor cultivation.",18,,,0.001666667,,,,,,,,,0.001666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001666667,0.001017486,,0.000208174,,0.000925543,,,,0.001666667,0.001059405,,,,,,,,1.28E-05,,0.001666667,0.001171004,,0.001666667,0.001602644,0.000371711,,0.001184772,,,,0.001197863,0.000303959,0.00053129
2072,White LSD,2,0,0.27,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,0.972222222,,1,,,,0.6,,,,0.4,1,,0.972222222,,,,,,1,0.194444444,0.6,,1,,,,,1,0.25,,sativa,0.977272727,4.909090909,11,"White LSD is a heady sativa-dominant cross of LSD and White Widow Max. This strain flourishes outdoors, stretching outward and upward over its elongated 12-14 week flowering cycle. While White LSD may take longer than most, patient growers are rewarded with generous yields. It has intensely cerebral effects with longevity and potency, so consumers would be wise to clear their schedules beforehand.",,,,,,,,,,,,,0.00234192,,,,,,,,,,,,,,,,,,,,0.00234192,,,,,,,,,,0.00234192,,,,,,,,0.002276867,,0.00234192,,,,0.001405152,,,,0.000936768,0.00234192,,0.002276867,,,,,,0.00234192,0.000455373,0.001405152,,0.00234192,,,,,0.00234192,0.00058548
2073,White Lavender,3,0,0.375,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0.635379061,0.583850932,0.018018018,,0.689440994,0.848375451,,,,1,,,0.018018018,0.683229814,,,0.667870036,0.036036036,,,,,0.850931677,1,,,0.76534296,,,,,1,0.45045045,0.607843137,hybrid,0.81779661,4.271186441,61,White Lavender is a sativa-dominant cross of White Widow and Lavender bred by G13 Labs. The influence of White Widow genetics adds a heavy coat of trichomes to the potent effects and flowery flavors of Lavender. The combination creates a hybrid that has calming effects led by the uplifting and creative nature associated with sativas. White Lavender produces a euphoric rush of cerebral activity alongside its intense flavor palate that combines hints of spices with fresh fruit.,19,,,0.000906618,,,,,,,,,,,,,,,,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,0.000906618,,,,0.000576046,0.00052933,1.63E-05,,0.00062506,0.000769153,,,,0.000906618,,,1.63E-05,0.000619429,,,0.000605503,3.27E-05,,,,,0.00077147,0.000906618,,,0.000693874,,,,,0.000906618,0.000408387
2074,White Lightning,1,0,0.61,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.37136294,,,0.543365543,,0.78069255,0.583195852,1,,,,,,,0.51225548,0.173047473,,0.198315467,,,0.896117524,1,0.896117524,,0.653193495,,,,0.849947534,0.61179173,1,,hybrid,0.837078652,4.348314607,90,"Bred by British Columbia Seed Company, White Lightning is an indica-dominant hybrid that combines White Widow and Northern Lights #5. Though counterbalanced by White Widow's hybrid genetics, White Lightning induces a deep indica calm that relieves pain, nausea, and anxiety. Dusted in a heavy coat of sugary trichome crystals, White Lightning has a sweet, fruity aroma with floral, skunky undertones. Among the most common conditions treated with White Lightning are multiple sclerosis, insomnia, anorexia, Parkinson's, and the side effects of chemotherapy. White Lightning flowers in 8 weeks, and grows best in hydroponic systems and sea of green environments.",,0.000906618,,0.000906618,,,,,,,,,,,,,,,,,,,,,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,,0.000336684,,,0.000492625,,0.00070779,0.000528736,0.000906618,,,,,,,0.00046442,0.000156888,,0.000179796,,,0.000812437,0.000906618,0.000812437,,0.000592197,,,,0.000770578,0.000554662,0.000906618
2075,White Lotus,0,0,0.5,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.98,,,0.58,0.539473684,,0.56,0.025641026,,0.5,,,,,,,,0.539473684,0.7,1,,1,,,,0.052631579,0.025641026,1,0.640522876,hybrid,0.810606061,4.242424242,34,"White Lotus by Bodhi Seed gets its frosting of trichomes from its mother, The White, while the father, Snow Lotus, works to increase size, cannabinoid profile, and overall potency of this strain. The tart, citrus aroma and flavors of lemon and hash draw you in while the relaxing indica effects will help to curb bouts of depression and insomnia.",20,,,0.000906618,,,,,,,,,,,,,,,,0.000906618,,,,,,,,,,0.000906618,,,,,,,,,,,,,,,,,,,,,,,0.000888486,,,0.000525839,0.000489097,,0.000507706,2.32E-05,,0.000453309,,,,,,,,0.000489097,0.000634633,0.000906618,,0.000906618,,,,4.77E-05,2.32E-05,0.000906618
2076,White Nightmare,1,0,0.2,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,0.813635053,,0.629156124,,1,,0.86703661,,0.649610839,,,0.016549649,,,,0.672304346,0.004137412,,0.012412237,,,1,0.650330714,0.572427212,,0.748346429,,,,,0.954488465,1,0.558823529,sativa,0.927570093,4.710280374,108,"Blue Dream's soaring sativa effects and fruity flavors collide with White Moonshine's resinous coat of milky trichomes to produce White Nightmare. The sativa-dominant hybrid brings a forceful, sweet aroma of berries and Haze. The flavor stays true to its Blue Dream genetics but with an earthy, hash-like aftertaste. White Nightmare generates a stimulating stream of euphoria and bliss that elevates the mood and brings with it a comfortable, relaxing body high.",17.5,,,0.00234192,,,,,,,,,,,,,,,,,,,0.00234192,,,0.00234192,,,,,,,,,,,,,,,,,,,,,,,0.001905469,,0.001473434,,0.00234192,,0.002030531,,0.001521337,,,3.88E-05,,,,0.001574483,9.69E-06,,2.91E-05,,,0.00234192,0.001523023,0.001340579,,0.001752568,,,,,0.002235336,0.00234192
2077,White OG,1,0,0.5,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0.203426124,,,0.811709128,,,,,0.937573815,,,0.689438097,0.849615295,,,0.220556745,,0.169164882,,0.993251223,0.745395197,1,1,,0.939767167,,,,0.839123339,0.745182013,1,0.656862745,hybrid,0.892405063,4.569620253,81,White OG is an indica-dominant strain that was first bred by Karma Genetics by crossing The White with SFV OG Kush. This indica inherits the telltale kush aroma of earthy pine and lemon as well as The White's heavy trichome coverage. This 2010 and 2014 Cannabis Cup champ is popularly cultivated indoors with a 65 to 75 day flowering time.,20.5,,,0.000906618,,,,,,,,,,,,,,,,,,,,,0.000906618,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,0.00018443,,,0.00073591,,,,,0.000850022,,,0.000625057,0.000770277,,,0.000199961,,0.000153368,,0.0009005,0.000675789,0.000906618,0.000906618,,0.00085201,,,,0.000760765,0.000675596,0.000906618
2078,White Queen,1,0,0.5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0.205673759,,0.201149425,,0.626436782,1,,,0.236363636,0.744680851,,,,0.236363636,,0.018181818,0.988505747,,,0.798850575,0.787234043,,1,,,,0.765957447,1,0.536363636,0.738562092,hybrid,0.875,4.5,40,"White Queen is the more accomplished relative of the infamous White Widow. A connoisseur strain, White Queen is known for its extreme potency. This strain is highly psychoactive and has strong euphoric and energizing effects. The hybrid grows well both indoors and outdoors, typically flowering in 8 to 9 weeks. Though this strain is a great stress buster, novice patients should use caution when trying White Queen. Due to its potency, this is not a strain that allows you to get things done.",23,0.000906618,,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000906618,,,,,,,,,,,,,,,,,,,0.000186468,,0.000182366,,0.000567939,0.000906618,,,0.000214292,0.000675141,,,,0.000214292,,1.65E-05,0.000896197,,,0.000724253,0.000713721,,0.000906618,,,,0.000694431,0.000906618,0.000486277
2079,White Rhino,1,0,0.8,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0.337417524,,,0.828133037,,,0.531054562,1,,,,,,,,0.182689679,,0.319318079,0.409345101,,0.607232219,1,0.758332513,,0.522874662,,,0.466097476,0.70385877,0.311149453,1,0.607843137,indica,0.806663424,4.226653696,1068,"White Rhino is a hybrid of White Widow and an unknown North American indica strain, creating a bushy and stout plant. The buds give off a strong and heady high. The plant's parentage hails from Afghanistan, Brazil, and India. White Rhino is one of the best types of marijuana for medicinal use since it has such a high THC content.",19,0.001666667,,0.001666667,,,,,,,,,,,,,,,,,,,,,,0.001666667,,,,,,,,,,,,,,,,,,,,,,,,0.000562363,,,0.001380222,,,0.000885091,0.001666667,,,,,,,,0.000304483,,0.000532197,0.000682242,,0.001012054,0.001666667,0.001263888,,0.000871458,,,0.000776829,0.001173098,0.000518582,0.001666667
2080,White Romulan,1,0,0.63,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017857143,,0.981308411,1,,,0.851598174,1,,,0.035714286,,0.735981308,,0.742009132,1,,,0.849315068,,0.742990654,,,,0.99543379,,,0.259345794,,0.089285714,0.232142857,,hybrid,0.830508475,4.322033898,60,"White Romulan, a combination of Romulan and The White, is a balanced hybrid bred by OG Raskal Genetics. A strong spiced aroma accompanies the pungent mix of earthy fruit flavors. The effects are surprisingly energetic but will eventually give way to the deep body relaxing properties typical of indica genetics. White Romulan is a good strain to help stimulate your appetite or relieve stress after a hard day's work.",,,,0.000906618,0.000906618,,,,,,,,,,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62E-05,,0.000889672,0.000906618,,,0.000772075,0.000906618,,,3.24E-05,,0.000667254,,0.000672719,0.000906618,,,0.000770005,,0.000673609,,,,0.000902479,,,0.000235128,,8.09E-05,0.000210465
2081,White Russian,0,0,0.575,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0.381505877,,,0.740196542,0.513286965,,,1,,,,0.203680382,,,0.55009573,0.020537447,,0.36190195,,,0.760312973,0.743585501,0.303058723,,1,,,,0.306341189,0.18242724,1,0.583333333,hybrid,0.838235294,4.352941176,490,"Originally created by Dutch breeders Serious Seeds, White Russian is a cross of two legendary strains, White Widow and AK-47. An indica-dominant hybrid, it won the High Times Cannabis Cup ""Best Overall"" in 1996 and was for a time considered the strongest strain in the world at 22% THC. Presenting remarkable homogeneity for an f1 hybrid, White Russian is an extremely fragrant plant, smelling of sweet fruit and skunk even in its vegetative cycle. With a flavor that is smooth and spicy with undertones of skunk and earth, White Russian's high is quite cerebral (especially for an indica), but can lead to couchlock when over-indulged.",18.25,,,0.000906618,,,,,,,,,0.000906618,,,,,,,,,,,,,,,,,0.000906618,,,,,,,,,,,,,,,,,,,,0.00034588,,,0.000671076,0.000465355,,,0.000906618,,,,0.00018466,,,0.000498727,1.86E-05,,0.000328107,,,0.000689314,0.000674148,0.000274759,,0.000906618,,,,0.000277735,0.000165392,0.000906618
